target_id,source_name,ra_hms,dec_dms,ra_deg,dec_deg,velocity_km_s,eligible_gbt,eligible_eff,eligible_srt,gbt_group,status,assigned_telescope,spectrum_url,observations_count,notes
ugc03317,UGC03317,05:33:37.7,+73:43:33.7,83.40708333,73.72602778,1239.9,False,True,True,,unobserved,,,0,
wiseaj053439-3,WISEAJ053439.3,05:34:39.4,+23:59:58.7,83.66416667,23.99963889,1175.8,False,True,True,,unobserved,,,0,
wiseaj053520-8,WISEAJ053520.8,05:35:20.9,+24:15:53.4,83.83708333,24.26483333,1026.2,True,True,True,Group02,unobserved,,,0,
wiseaj053558-6,WISEAJ053558.6,05:35:58.7,+37:02:08.6,83.99458333,37.03572222,1068.5,True,True,True,Group02,unobserved,,,0,
wiseaj054049-5,WISEAJ054049.5,05:40:49.5,+24:00:30.4,85.20625,24.00844444,1370.1,False,True,True,,unobserved,,,0,
cgcg422-003,CGCG422-003,05:41:42.3,+06:40:48.9,85.42625,6.68025,446.1,True,True,True,Group02,unobserved,,,0,
wiseaj054326-8,WISEAJ054326.8,05:43:26.9,-07:32:34.5,85.86208333,-7.54291667,1366.2,False,True,True,,unobserved,,,0,
wiseaj054401-0,WISEAJ054401.0,05:44:01.0,+30:11:18.5,86.00416667,30.18847222,1179.1,False,True,True,,unobserved,,,0,
oriondwarf,OrionDwarf,05:45:01.6,+05:03:41.2,86.25666667,5.06144444,392.1,True,True,True,Group02,unobserved,,,0,
ugc03343,UGC03343,05:45:24.8,+72:21:22.7,86.35333333,72.35630556,1087.0,True,True,True,Group20,unobserved,,,0,
wiseaj054525-2,WISEAJ054525.2,05:45:25.3,-10:16:48.9,86.35541667,-10.28025,1093.6,True,True,True,Group02,unobserved,,,0,
kug0539-735,KUG0539+735,05:45:34.9,+73:36:32.6,86.39541667,73.60905556,1143.1,False,True,True,,unobserved,,,0,
wiseaj054545-3,WISEAJ054545.3,05:45:45.4,+31:48:53.3,86.43916667,31.81480556,1282.5,False,True,True,,unobserved,,,0,
wiseaj054631-7,WISEAJ054631.7,05:46:31.7,+06:54:41.4,86.63208333,6.9115,1176.7,False,True,True,,unobserved,,,0,
wiseaj054709-1,WISEAJ054709.1,05:47:09.1,+23:32:54.2,86.78791667,23.54838889,971.0,True,True,True,Group02,unobserved,,,0,
eso488-g017,ESO488-G017,05:47:29.0,-23:34:33.9,86.87083333,-23.57608333,1039.1,True,False,True,Group02,unobserved,,,0,
wiseaj054849-6,WISEAJ054849.6,05:48:49.6,-17:26:42.7,87.20666667,-17.44519444,908.1,True,True,True,Group02,unobserved,,,0,
2masxj05501771,2MASXJ05501771,05:50:17.7,-10:17:51.6,87.57375,-10.29766667,894.9,True,True,True,Group02,unobserved,,,0,
ugca114,UGCA114,05:50:54.3,-14:46:45.4,87.72625,-14.77927778,902.1,True,True,True,Group02,unobserved,,,0,
wiseaj055125-9,WISEAJ055125.9,05:51:25.9,-10:14:43.1,87.85791667,-10.24530556,920.1,True,True,True,Group02,unobserved,,,0,
wiseaj055209-3,WISEAJ055209.3,05:52:09.3,-11:07:24.2,88.03875,-11.12338889,903.0,True,True,True,Group02,unobserved,,,0,
ugc03371,UGC03371,05:56:38.6,+75:18:58.0,89.16083333,75.31611111,816.0,True,True,True,Group20,unobserved,,,0,
lcsbl0289o,LCSBL0289O,05:58:02.3,-12:55:47.3,89.50958333,-12.92980556,912.0,True,True,True,Group02,unobserved,,,0,
pgc10148136ned,PGC10148136NED,05:59:21.0,-13:05:20.0,89.8375,-13.08888889,959.9,True,True,True,Group02,unobserved,,,0,
wiseaj055940-3,WISEAJ055940.3,05:59:40.3,+73:25:36.6,89.91791667,73.42683333,109.7,True,True,True,Group20,unobserved,,,0,
ugca117,UGCA117,06:00:34.7,-28:59:30.6,90.14458333,-28.99183333,1388.9,False,False,True,,unobserved,,,0,
wiseaj060048-6,WISEAJ060048.6,06:00:48.6,+16:41:18.4,90.2025,16.68844444,497.1,True,True,True,Group03,unobserved,,,0,
ugc03384,UGC03384,06:01:37.4,+73:06:59.5,90.40583333,73.11652778,1089.1,True,True,True,Group20,unobserved,,,0,
2mfgc04870,2MFGC04870,06:02:26.6,+14:50:54.5,90.61083333,14.84847222,766.9,True,True,True,Group03,unobserved,,,0,
ugc03403,UGC03403,06:10:36.3,+71:23:09.7,92.65125,71.38602778,1263.9,False,True,True,,unobserved,,,0,
ugc03409,UGC03409,06:10:52.6,+64:34:03.4,92.71916667,64.56761111,1358.1,False,True,True,,unobserved,,,0,
2mfgc04994,2MFGC04994,06:12:06.9,+15:09:05.4,93.02875,15.1515,870.0,True,True,True,Group03,unobserved,,,0,
ngc2146,NGC2146,06:18:37.7,+78:21:25.3,94.65708333,78.35702778,899.0,True,True,True,Group20,unobserved,,,0,
2mfgc05104,2MFGC05104,06:20:17.3,+74:58:19.0,95.07208333,74.97194444,1323.9,False,True,True,,unobserved,,,0,
wiseaj062035-3,WISEAJ062035.3,06:20:35.2,+15:32:12.3,95.14666667,15.53675,995.3,True,True,True,Group03,unobserved,,,0,
wiseaj062054-7,WISEAJ062054.7,06:20:54.7,-08:39:01.6,95.22791667,-8.65044444,708.0,True,True,True,Group03,unobserved,,,0,
ugca127,UGCA127,06:20:55.8,-08:29:44.3,95.2325,-8.49563889,732.1,True,True,True,Group03,unobserved,,,0,
fgc0563,FGC0563,06:21:03.2,-05:51:58.2,95.26333333,-5.86616667,786.1,True,True,True,Group03,unobserved,,,0,
wiseaj062120-5,WISEAJ062120.5,06:21:20.5,+21:03:05.2,95.33541667,21.05144444,1058.0,True,True,True,Group03,unobserved,,,0,
wiseaj062157-9,WISEAJ062157.9,06:21:58.0,-07:54:33.9,95.49166667,-7.90941667,755.0,True,True,True,Group03,unobserved,,,0,
pgc10018855ned,PGC10018855NED,06:22:13.7,-07:50:25.8,95.55708333,-7.8405,759.1,True,True,True,Group03,unobserved,,,0,
ugc03453,UGC03453,06:24:54.2,+73:07:47.1,96.22583333,73.12975,1046.0,True,True,True,Group20,unobserved,,,0,
ugc03476,UGC03476,06:30:28.4,+33:18:03.1,97.61833333,33.30086111,468.9,True,True,True,Group03,unobserved,,,0,
ugc03475,UGC03475,06:30:28.8,+39:30:11.9,97.62,39.50330556,486.9,True,True,True,Group13,unobserved,,,0,
wiseaj063229-7,WISEAJ063229.7,06:32:29.8,+45:42:31.8,98.12416667,45.70883333,811.9,True,True,True,Group13,unobserved,,,0,
wiseaj063431-4,WISEAJ063431.4,06:34:31.4,+09:04:37.0,98.63083333,9.07694444,1004.6,True,True,True,Group03,unobserved,,,0,
ugc03485,UGC03485,06:34:55.5,+65:50:08.0,98.73125,65.83555556,1284.9,False,True,True,,unobserved,,,0,
eso490-g017,ESO490-G017,06:37:57.1,-26:00:03.1,99.48791667,-26.00086111,504.3,True,False,True,Group03,unobserved,,,0,
wiseaj063800-8,WISEAJ063800.8,06:38:00.8,-15:01:28.7,99.50333333,-15.02463889,748.9,True,True,True,Group03,unobserved,,,0,
ugc03503,UGC03503,06:38:01.2,+22:39:09.0,99.505,22.6525,1379.9,False,True,True,,unobserved,,,0,
wiseaj064020-2,WISEAJ064020.2,06:40:20.2,+75:38:26.6,100.08416667,75.64072222,791.5,True,True,True,Group20,unobserved,,,0,
ugc03516,UGC03516,06:43:08.5,+22:52:24.9,100.78541667,22.87358333,1287.0,False,True,True,,unobserved,,,0,
ic2171,IC2171,06:44:27.7,-17:55:57.6,101.11541667,-17.93266667,784.9,True,True,True,Group03,unobserved,,,0,
ngc2283,NGC2283,06:45:52.8,-18:12:37.3,101.47,-18.21036111,840.9,True,True,True,Group03,unobserved,,,0,
wiseaj064656-5,WISEAJ064656.5,06:46:56.6,-17:56:27.3,101.73583333,-17.94091667,696.1,True,True,True,Group03,unobserved,,,0,
wiseaj064745-6,WISEAJ064745.6,06:47:45.7,+80:07:25.2,101.94041667,80.12366667,-147.8,True,True,True,Group20,unobserved,,,0,
wiseaj065145-3,WISEAJ065145.3,06:51:45.3,-03:36:29.5,102.93875,-3.60819444,894.9,True,True,True,Group03,unobserved,,,0,
wiseaj065314-2,WISEAJ065314.2,06:53:14.3,-05:07:46.1,103.30958333,-5.12947222,1221.1,False,True,True,,unobserved,,,0,
ugc03587,UGC03587,06:53:54.9,+19:17:59.4,103.47875,19.29983333,1266.9,False,True,True,,unobserved,,,0,
ugc03580,UGC03580,06:55:31.0,+69:33:47.4,103.87916667,69.56316667,1201.0,False,True,True,,unobserved,,,0,
ugc03600,UGC03600,06:55:39.7,+39:05:41.3,103.91541667,39.09480556,411.9,True,True,True,Group13,unobserved,,,0,
ugc03658,UGC03658,07:04:40.1,+17:34:59.9,106.16708333,17.58330556,1183.0,False,True,True,,unobserved,,,0,
ugc03647,UGC03647,07:04:50.7,+56:31:14.5,106.21125,56.52069444,1385.9,False,True,True,,unobserved,,,0,
ugc03672a,UGC03672A,07:06:23.4,+30:20:51.3,106.5975,30.34758333,952.0,True,True,True,Group03,unobserved,,,0,
ugc03672,UGC03672,07:06:27.5,+30:19:18.5,106.61458333,30.32180556,979.1,True,True,True,Group03,unobserved,,,0,
eso558-pn011,ESO558-PN011,07:06:56.8,-22:02:26.0,106.73666667,-22.04055556,730.9,True,False,True,Group03,unobserved,,,0,
ngc2337,NGC2337,07:10:13.7,+44:27:25.8,107.55708333,44.45716667,435.9,True,True,True,Group13,unobserved,,,0,
ngc2344,NGC2344,07:12:28.7,+47:10:00.3,108.11958333,47.16675,966.0,True,True,True,Group13,unobserved,,,0,
eso428-g004,ESO428-G004,07:12:35.7,-28:39:13.3,108.14875,-28.65369444,882.0,True,False,True,Group03,unobserved,,,0,
wiseaj071254-0,WISEAJ071254.0,07:12:54.1,-18:53:33.9,108.22541667,-18.89275,642.5,True,True,True,Group03,unobserved,,,0,
wiseaj071305-1,WISEAJ071305.1,07:13:05.1,+29:26:43.3,108.27125,29.44536111,938.0,True,True,True,Group03,unobserved,,,0,
wiseaj071350-5,WISEAJ071350.5,07:13:50.6,-14:59:50.4,108.46083333,-14.99733333,1026.2,True,True,True,Group03,unobserved,,,0,
ugc03749,UGC03749,07:15:53.9,+67:59:02.5,108.97458333,67.98402778,1153.9,False,True,True,,unobserved,,,0,
wiseaj072119-8,WISEAJ072119.8,07:21:19.9,+74:19:23.9,110.33291667,74.32330556,966.0,True,True,True,Group20,unobserved,,,0,
ugc03817,UGC03817,07:22:44.5,+45:06:30.7,110.68541667,45.10852778,437.1,True,True,True,Group13,unobserved,,,0,
sdssj072301-42,SDSSJ072301.42,07:23:01.4,+36:21:17.1,110.75583333,36.35475,917.1,True,True,True,Group03,unobserved,,,0,
sdssj072313-46,SDSSJ072313.46,07:23:13.5,+36:22:13.0,110.80625,36.37027778,970.1,True,True,True,Group03,unobserved,,,0,
sdssj072320-57,SDSSJ072320.57,07:23:20.6,+36:24:40.8,110.83583333,36.41133333,938.1,True,True,True,Group03,unobserved,,,0,
ugc03830,UGC03830,07:23:30.5,+02:36:57.3,110.87708333,2.61591667,1397.0,False,True,True,,unobserved,,,0,
cgcg286-015,CGCG286-015,07:23:55.2,+57:16:51.9,110.98,57.28108333,1257.0,False,True,True,,unobserved,,,0,
2masxj07252097,2MASXJ07252097,07:25:21.0,-24:28:12.2,111.3375,-24.47005556,793.0,True,False,True,Group03,unobserved,,,0,
cgcg057-013,CGCG057-013,07:25:38.9,+09:11:00.8,111.41208333,9.18355556,1201.9,False,True,True,,unobserved,,,0,
galexascj07265,GALEXASCJ07265,07:26:54.9,+55:53:35.2,111.72875,55.89311111,786.1,True,True,True,Group13,unobserved,,,0,
ugc03853,UGC03853,07:27:39.2,+48:26:50.6,111.91333333,48.44738889,936.0,True,True,True,Group13,unobserved,,,0,
wiseaj072747-2,WISEAJ072747.2,07:27:47.2,-15:21:03.6,111.94666667,-15.351,1392.8,False,True,True,,unobserved,,,0,
ngc2366,NGC2366,07:28:54.1,+69:12:53.9,112.22541667,69.21497222,103.1,True,True,True,Group20,unobserved,,,0,
ugc03876,UGC03876,07:29:17.5,+27:54:01.2,112.32291667,27.90033333,855.0,True,True,True,Group03,unobserved,,,0,
2masxj07300813,2MASXJ07300813,07:30:04.2,-22:02:41.3,112.5175,-22.04480556,777.1,True,False,True,Group03,unobserved,,,0,
wiseaj073008-0,WISEAJ073008.0,07:30:08.1,-22:01:06.2,112.53375,-22.01838889,773.5,True,False,True,Group03,unobserved,,,0,
wiseaj073058-9,WISEAJ073058.9,07:30:58.9,+41:10:00.1,112.74541667,41.16669444,891.3,True,True,True,Group13,unobserved,,,0,
ugc03912,UGC03912,07:34:12.6,+04:32:48.2,113.5525,4.54672222,1239.9,False,True,True,,unobserved,,,0,
wiseaj073515-2,WISEAJ073515.2,07:35:15.3,+60:28:17.3,113.81375,60.47147222,300.1,True,True,True,Group13,unobserved,,,0,
arp250,ARP250,07:35:59.9,+35:23:01.8,113.99958333,35.38383333,1362.0,False,True,True,,unobserved,,,0,
galexascj07361,GALEXASCJ07361,07:36:10.3,+09:59:10.6,114.04291667,9.98627778,356.0,True,True,True,Group03,unobserved,,,0,
ngc2403,NGC2403,07:36:51.3,+65:36:09.7,114.21375,65.60269444,133.4,True,True,True,Group13,unobserved,,,0,
ugc03909,UGC03909,07:36:57.8,+73:42:48.7,114.24083333,73.71352778,944.9,True,True,True,Group20,unobserved,,,0,
ugc03946,UGC03946,07:37:59.7,+03:19:01.0,114.49875,3.31694444,1195.0,False,True,True,,unobserved,,,0,
wiseaj073802-1,WISEAJ073802.1,07:38:02.2,-01:30:15.2,114.50916667,-1.50422222,1347.9,False,True,True,,unobserved,,,0,
ugc03966,UGC03966,07:41:26.0,+40:06:44.0,115.35833333,40.11222222,360.7,True,True,True,Group13,unobserved,,,0,
cgcg087-033,CGCG087-033,07:42:32.0,+16:33:40.3,115.63333333,16.56119444,278.8,True,True,True,Group03,unobserved,,,0,
cgcg030-012,CGCG030-012,07:43:08.8,+03:56:59.2,115.78666667,3.94977778,936.9,True,True,True,Group03,unobserved,,,0,
2masxj07431131,2MASXJ07431131,07:43:13.1,-29:58:36.5,115.80458333,-29.97680556,930.9,True,False,True,Group03,unobserved,,,0,
sdssj074455-52,SDSSJ074455.52,07:44:55.5,+25:06:01.8,116.23125,25.1005,752.0,True,True,True,Group03,unobserved,,,0,
ugc03998,UGC03998,07:45:21.1,+56:09:16.8,116.33791667,56.15466667,988.1,True,True,True,Group13,unobserved,,,0,
wiseaj074538-1,WISEAJ074538.1,07:45:38.1,+23:33:21.1,116.40875,23.55586111,998.6,True,True,True,Group03,unobserved,,,0,
galexascj07464,GALEXASCJ07464,07:46:43.8,-05:47:15.2,116.6825,-5.78755556,1328.1,False,True,True,,unobserved,,,0,
wiseaj074713-2,WISEAJ074713.2,07:47:13.3,-26:17:42.1,116.80541667,-26.29502778,882.0,True,False,True,Group03,unobserved,,,0,
kug0743-513,KUG0743+513,07:47:32.1,+51:11:29.1,116.88375,51.19141667,438.9,True,True,True,Group13,unobserved,,,0,
wiseaj074845-6,WISEAJ074845.6,07:48:45.6,-29:44:03.4,117.19,-29.73427778,965.9,True,False,True,Group03,unobserved,,,0,
galexascj07502,GALEXASCJ07502,07:50:21.7,+07:47:40.4,117.59041667,7.79455556,351.0,True,True,True,Group03,unobserved,,,0,
wiseaj075405-9,WISEAJ075405.9,07:54:06.0,+40:49:09.5,118.525,40.81930556,259.3,True,True,True,Group13,unobserved,,,0,
ic2209,IC2209,07:56:14.2,+60:18:14.6,119.05916667,60.30405556,1371.3,False,True,True,,unobserved,,,0,
ugc04117,UGC04117,07:57:26.0,+35:56:21.5,119.35833333,35.93930556,772.9,True,True,True,Group03,unobserved,,,0,
ugc04121,UGC04121,07:58:54.3,+58:02:35.0,119.72625,58.04305556,1092.1,True,True,True,Group13,unobserved,,,0,
ugc04148,UGC04148,08:00:23.8,+42:11:37.7,120.09916667,42.19380556,730.0,True,True,True,Group13,unobserved,,,0,
ngc2500,NGC2500,08:01:53.2,+50:44:13.7,120.47166667,50.73713889,514.1,True,True,True,Group13,unobserved,,,0,
eso494-g025,ESO494-G025,08:05:59.3,-27:23:50.5,121.49708333,-27.39736111,1030.1,True,False,True,Group03,unobserved,,,0,
eso494-g026,ESO494-G026,08:06:11.1,-27:31:41.7,121.54625,-27.52825,968.0,True,False,True,Group03,unobserved,,,0,
cgcg003-009,CGCG003-009,08:06:11.2,-03:16:57.8,121.54666667,-3.28272222,1349.1,False,True,True,,unobserved,,,0,
eso430-g020,ESO430-G020,08:07:08.6,-28:03:08.7,121.78583333,-28.05241667,1021.1,True,False,True,Group03,unobserved,,,0,
ugc04173,UGC04173,08:07:12.1,+80:07:30.0,121.80041667,80.125,860.1,True,True,True,Group20,unobserved,,,0,
eso494-g029,ESO494-G029,08:07:49.5,-25:57:16.7,121.95625,-25.95463889,1019.3,True,False,True,Group03,unobserved,,,0,
wiseaj080815-8,WISEAJ080815.8,08:08:15.8,-02:43:12.8,122.06583333,-2.72022222,1176.1,False,True,True,,unobserved,,,0,
ugc04241,UGC04241,08:09:23.8,+57:45:47.2,122.34916667,57.76311111,1235.1,False,True,True,,unobserved,,,0,
wiseaj081239-4,WISEAJ081239.4,08:12:39.5,+48:36:45.4,123.16458333,48.61261111,525.5,True,True,True,Group13,unobserved,,,0,
eso494-g035,ESO494-G035,08:12:50.5,-27:33:11.7,123.21041667,-27.55325,1046.9,True,False,True,Group03,unobserved,,,0,
ngc2537,NGC2537,08:13:14.7,+45:59:23.9,123.31125,45.98997222,431.1,True,True,True,Group13,unobserved,,,0,
ic2233,IC2233,08:13:58.9,+45:44:31.7,123.49541667,45.74213889,557.0,True,True,True,Group13,unobserved,,,0,
ngc2541,NGC2541,08:14:40.1,+49:03:43.0,123.66708333,49.06194444,548.0,True,True,True,Group13,unobserved,,,0,
wiseaj081637-5,WISEAJ081637.5,08:16:37.5,+69:20:52.7,124.15625,69.34797222,1054.1,True,True,True,Group20,unobserved,,,0,
eso495-g001,ESO495-G001,08:18:30.3,-25:24:39.0,124.62625,-25.41083333,1290.9,False,False,True,,unobserved,,,0,
mcg-04-20-006,MCG-04-20-006,08:18:39.5,-25:23:08.7,124.66458333,-25.38575,1140.1,False,False,True,,unobserved,,,0,
ugc04314,UGC04314,08:18:57.8,+58:15:47.0,124.74083333,58.26305556,1070.9,True,True,True,Group13,unobserved,,,0,
ngc2549,NGC2549,08:18:58.4,+57:48:11.1,124.74333333,57.80308333,1051.1,True,True,True,Group13,unobserved,,,0,
holmbergii,HolmbergII,08:19:04.8,+70:43:11.7,124.77,70.71991667,157.1,True,True,True,Group20,unobserved,,,0,
ngc2552,NGC2552,08:19:20.5,+50:00:34.3,124.83541667,50.00952778,524.0,True,True,True,Group13,unobserved,,,0,
wiseaj082107-2,WISEAJ082107.2,08:21:07.2,+44:14:48.5,125.28,44.24680556,1001.8,True,True,True,Group13,unobserved,,,0,
kug0821-321,KUG0821+321,08:25:05.0,+32:01:05.6,126.27083333,32.01822222,641.7,True,True,True,Group03,unobserved,,,0,
cgmw2-3473,CGMW2-3473,08:25:12.9,-28:08:25.0,126.30375,-28.14027778,833.4,True,False,True,Group03,unobserved,,,0,
wiseaj082555-5,WISEAJ082555.5,08:25:55.5,+35:32:33.1,126.48125,35.54252778,727.0,True,True,True,Group03,unobserved,,,0,
ugc04426,UGC04426,08:28:28.4,+41:51:24.1,127.11833333,41.85669444,396.0,True,True,True,Group13,unobserved,,,0,
wiseaj082847-1,WISEAJ082847.1,08:28:47.2,+59:01:05.9,127.19666667,59.01830556,968.6,True,True,True,Group13,unobserved,,,0,
wiseaj083141-1,WISEAJ083141.1,08:31:41.2,+41:04:54.3,127.92166667,41.08175,640.0,True,True,True,Group13,unobserved,,,0,
mcg-09-14-058,MCG+09-14-058,08:33:24.3,+54:46:20.3,128.35125,54.77230556,740.4,True,True,True,Group13,unobserved,,,0,
eso495-g021,ESO495-G021,08:36:15.1,-26:24:34.2,129.06291667,-26.4095,873.0,True,False,True,Group03,unobserved,,,0,
ugc04483,UGC04483,08:37:03.0,+69:46:32.8,129.2625,69.77577778,155.6,True,True,True,Group20,unobserved,,,0,
ugc04454,UGC04454,08:37:21.7,+80:32:54.0,129.34041667,80.54833333,869.1,True,True,True,Group20,unobserved,,,0,
ngc2591,NGC2591,08:37:25.4,+78:01:34.1,129.35583333,78.02613889,1329.9,False,True,True,,unobserved,,,0,
ugc04499,UGC04499,08:37:41.5,+51:39:08.9,129.42291667,51.65247222,691.0,True,True,True,Group13,unobserved,,,0,
mrk0094,MRK0094,08:37:43.5,+51:38:30.5,129.43125,51.64180556,734.9,True,True,True,Group13,unobserved,,,0,
ugc04514,UGC04514,08:39:37.7,+53:27:23.5,129.90708333,53.45652778,691.0,True,True,True,Group13,unobserved,,,0,
wiseaj084025-2,WISEAJ084025.2,08:40:25.2,+59:43:39.9,130.105,59.72775,1283.5,False,True,True,,unobserved,,,0,
wiseaj084258-2,WISEAJ084258.2,08:42:58.3,+62:42:20.4,130.74291667,62.70566667,1319.1,False,True,True,,unobserved,,,0,
wiseaj084338-0,WISEAJ084338.0,08:43:38.0,+40:25:47.8,130.90833333,40.42994444,622.0,True,True,True,Group13,unobserved,,,0,
ugc04549,UGC04549,08:44:21.5,+58:50:31.0,131.08958333,58.84194444,1289.1,False,True,True,,unobserved,,,0,
ugc04527,UGC04527,08:44:24.6,+76:55:08.5,131.1025,76.91902778,720.1,True,True,True,Group20,unobserved,,,0,
wiseaj084652-6,WISEAJ084652.6,08:46:52.7,+54:06:40.8,131.71958333,54.11133333,573.5,True,True,True,Group13,unobserved,,,0,
sdssj084723-03,SDSSJ084723.03,08:47:23.1,+59:13:23.0,131.84625,59.22305556,1306.3,False,True,True,,unobserved,,,0,
eso496-g010,ESO496-G010,08:49:06.0,-26:19:17.6,132.275,-26.32155556,760.0,True,False,True,Group03,unobserved,,,0,
ngc2654,NGC2654,08:49:11.8,+60:13:16.4,132.29916667,60.22122222,1338.7,False,True,True,,unobserved,,,0,
galexascj08505,GALEXASCJ08505,08:50:50.3,+77:15:37.4,132.70958333,77.26038889,1289.1,False,True,True,,unobserved,,,0,
sdssj085112-11,SDSSJ085112.11,08:51:12.1,+27:52:48.2,132.80041667,27.88005556,402.6,True,True,True,Group03,unobserved,,,0,
mcg-09-15-039,MCG+09-15-039,08:52:53.5,+51:23:47.6,133.22291667,51.39655556,607.3,True,True,True,Group13,unobserved,,,0,
galexascj08532,GALEXASCJ08532,08:53:26.9,+33:18:20.7,133.36208333,33.30575,380.0,True,True,True,Group03,unobserved,,,0,
wiseaj085349-2,WISEAJ085349.2,08:53:49.3,+58:56:40.2,133.45541667,58.9445,864.0,True,True,True,Group13,unobserved,,,0,
sdssj085530-07,SDSSJ085530.07,08:55:30.1,+58:41:17.3,133.87541667,58.68813889,749.0,True,True,True,Group13,unobserved,,,0,
wiseaj085705-7,WISEAJ085705.7,08:57:05.7,+58:33:34.0,134.27375,58.55944444,779.0,True,True,True,Group13,unobserved,,,0,
wiseaj085717-6,WISEAJ085717.6,08:57:17.6,+48:40:27.2,134.32333333,48.67422222,1195.9,False,True,True,,unobserved,,,0,
galexascj08574,GALEXASCJ08574,08:57:40.3,+59:02:59.7,134.41791667,59.04991667,1083.0,True,True,True,Group13,unobserved,,,0,
wiseaj085744-6,WISEAJ085744.6,08:57:44.7,+59:02:15.3,134.43625,59.03758333,1067.0,True,True,True,Group13,unobserved,,,0,
ugc04704,UGC04704,08:59:00.3,+39:12:35.7,134.75125,39.20991667,596.0,True,True,True,Group13,unobserved,,,0,
wiseaj085953-3,WISEAJ085953.3,08:59:53.4,+21:55:01.9,134.9725,21.91719444,562.7,True,True,True,Group03,unobserved,,,0,
wiseaj090018-3,WISEAJ090018.3,09:00:18.4,+32:22:35.5,135.07666667,32.37652778,730.0,True,True,True,Group04,unobserved,,,0,
mcg-09-15-079,MCG+09-15-079,09:01:32.2,+50:36:56.5,135.38416667,50.61569444,712.0,True,True,True,Group14,unobserved,,,0,
ugc04701,UGC04701,09:02:01.1,+78:16:39.8,135.50458333,78.27772222,1384.1,False,True,True,,unobserved,,,0,
lsbcd564-08,LSBCD564-08,09:02:53.7,+20:04:31.3,135.72375,20.07536111,483.3,True,True,True,Group04,unobserved,,,0,
eso497-g004,ESO497-G004,09:03:03.1,-23:48:25.8,135.76291667,-23.80716667,807.0,True,False,True,Group04,unobserved,,,0,
ugc04714,UGC04714,09:03:14.9,+78:33:47.2,135.81208333,78.56311111,1242.9,False,True,True,,unobserved,,,0,
ngc2742,NGC2742,09:07:33.6,+60:28:45.6,136.89,60.47933333,1292.1,False,True,True,,unobserved,,,0,
ugc04787,UGC04787,09:07:34.9,+33:16:38.2,136.89541667,33.27727778,538.4,True,True,True,Group04,unobserved,,,0,
ngc2715,NGC2715,09:08:06.3,+78:05:07.5,137.02625,78.08541667,1323.0,False,True,True,,unobserved,,,0,
ugc04797,UGC04797,09:08:10.8,+05:55:40.0,137.045,5.92777778,1308.0,False,True,True,,unobserved,,,0,
ugc04788,UGC04788,09:08:23.1,+59:04:28.8,137.09625,59.07466667,1295.1,False,True,True,,unobserved,,,0,
wiseaj090831-5,WISEAJ090831.5,09:08:31.5,+15:47:56.9,137.13125,15.79913889,986.6,True,True,True,Group04,unobserved,,,0,
wiseaj090920-1,WISEAJ090920.1,09:09:20.1,+01:36:51.4,137.33375,1.61427778,1321.9,False,True,True,,unobserved,,,0,
wiseaj090948-1,WISEAJ090948.1,09:09:48.2,-09:20:03.2,137.45083333,-9.33422222,1244.1,False,True,True,,unobserved,,,0,
ugc04808,UGC04808,09:10:14.7,+59:57:15.0,137.56125,59.95416667,1322.2,False,True,True,,unobserved,,,0,
ngc2775,NGC2775,09:10:20.1,+07:02:17.1,137.58375,7.03808333,1349.0,False,True,True,,unobserved,,,0,
wiseaj091040-2,WISEAJ091040.2,09:10:40.3,+60:23:37.2,137.66791667,60.39366667,1052.2,True,True,True,Group14,unobserved,,,0,
galexmscj09113,GALEXMSCJ09113,09:11:36.4,+31:38:10.5,137.90166667,31.63625,767.8,True,True,True,Group04,unobserved,,,0,
wiseaj091159-3,WISEAJ091159.3,09:11:59.4,+31:35:35.1,137.9975,31.59308333,756.8,True,True,True,Group04,unobserved,,,0,
ngc2784,NGC2784,09:12:19.4,-24:10:21.4,138.08083333,-24.17261111,691.0,True,False,True,Group04,unobserved,,,0,
wiseaj091248-3,WISEAJ091248.3,09:12:48.3,+48:54:16.6,138.20125,48.90461111,662.4,True,True,True,Group14,unobserved,,,0,
sdssj091250-88,SDSSJ091250.88,09:12:50.9,+06:28:33.2,138.21208333,6.47588889,1308.8,False,True,True,,unobserved,,,0,
cgcg288-027a,CGCG288-027A,09:13:00.2,+60:15:04.6,138.25083333,60.25127778,1024.6,True,True,True,Group14,unobserved,,,0,
cgcg288-027b,CGCG288-027B,09:13:04.3,+60:14:41.6,138.26791667,60.24488889,1133.0,True,True,True,Group14,unobserved,,,0,
holmbergiii,HolmbergIII,09:14:47.9,+74:13:56.9,138.69958333,74.23247222,1126.9,False,True,True,,unobserved,,,0,
wiseaj091457-3,WISEAJ091457.3,09:14:57.3,+06:00:19.2,138.73875,6.00533333,1370.0,False,True,True,,unobserved,,,0,
wiseaj091532-0,WISEAJ091532.0,09:15:32.0,+59:49:48.3,138.88333333,59.83008333,1367.7,False,True,True,,unobserved,,,0,
ugc04879,UGC04879,09:16:02.3,+52:50:25.9,139.00958333,52.84052778,-69.9,True,True,True,Group14,unobserved,,,0,
eso497-g035,ESO497-G035,09:16:58.1,-23:16:49.7,139.24208333,-23.28047222,828.7,True,False,True,Group04,unobserved,,,0,
ngc2835,NGC2835,09:17:52.8,-22:21:16.1,139.47,-22.35447222,887.1,True,False,True,Group04,unobserved,,,0,
